Block,Speaker,SpeakerGender,Sentence,NewSentenceID,Word,POS,POS_class,NSyll,NSyllRealized,Vowel,Freq,LogFreq,AccentPosition,AccentType,LastArgument,Focused,MeanPitch,MaxPitch,PitchRangeST,PitchSlopeST,RMS_amplitude,SpectralEmphasis,H1A2,H1A3,SyllableDur,VowelDur,t_dur_norm,mean_norm,min_norm,max_norm,vocDur_norm,sylDur_norm,RMS_norm,range_norm,range_norm3,slope_norm,PScore
1,6,W,2,B2,hat,VA,function,1,1,short,114762,5.059801893,no_accent,no_accent,not_last,no_focus_particle,222.553,243.737,4.15164955,-68.05982869,78,3.75,4.068753126,18.80136831,116,57,-0.020797818,1.061859458,0.914971277,1.162933947,0.019434027,0.039549949,1.021410332,4.15164955,0.24796267,-199.6194776,0
1,6,W,2,B2,doktor,NN,content,2,2,short,2846,3.454387467,no_accent,no_accent,not_last,no_focus_particle,185,213.967,3.903599563,-14.56567001,76,6.38,-1.442261427,14.69786949,150,56,-0.09137402,0.882684123,0.8148081,1.020893372,0.019093079,0.051142175,0.995220323,3.903599563,0.206085272,-42.72111014,4
1,6,W,2,B2,bahber,NE,content,2,2,long,0,0,no_accent,no_accent,last,no_focus_particle,173.672,187.767,2.203244702,-19.15864958,74,5.56,0.370184743,11.72384798,153,115,-0.039209001,0.828635227,0.788828559,0.895886215,0.039209001,0.052165019,0.969030315,2.203244702,0.107057656,-56.19231923,7
1,6,W,2,B2,so,ADV,content,1,1,long,110711,5.044194696,no_accent,no_accent,not_last,no_focus_particle,177,187.485,1.587171557,-24.41802396,68,1.62,23.27532512,38.56742768,143,75,-0.022161609,0.844513999,0.816177453,0.894540718,0.025571088,0.04875554,0.890460289,1.587171557,0.078363265,-71.61806427,0
1,6,W,2,B2,gut,ADJ,content,1,1,long,54294,4.734759837,no_accent,no_accent,not_last,no_focus_particle,175.033,187.472,2.601963792,74.34182264,68,2.62,2.532181094,35.50872269,110,39,0.011933174,0.83512892,0.769657614,0.894478692,0.013296966,0.037504262,0.890460289,2.601963792,0.124821078,218.0445658,0
1,6,W,2,B2,ausgebildet,VV,content,4,4,long,243,2.387389826,no_accent,no_accent,not_last,no_focus_particle,178,298.266,10.48241135,33.27749634,72,5.9,-0.73,15.01,211,138,0.107398568,0.849285264,0.776742943,1.423106285,0.047050801,0.071939993,0.942840306,10.48241135,0.646363341,97.60289677,7
1,8,W,3,C3,der,ART,function,1,1,long,235950,5.372821822,no_accent,no_accent,not_last,no_focus_particle,180,246.686,5.70862353,-139.2347202,74,5.49,0.95,7.65,75,58,-0.007468124,0.809509033,0.797789141,1.10941414,0.010564663,0.013661202,1.03735894,5.70862353,0.311624999,-764.3986142,0
1,8,W,3,C3,mittelstand,NN,content,3,3,short,10,1.041392685,nuclear_ip,rising,not_last,no_focus_particle,252.554,321.042,9.534795308,63.56530206,77,3.12,-0.673776641,17.23652356,120,29,0.027322404,1.135804135,0.83238216,1.443813327,0.005282332,0.021857923,1.079414032,9.534795308,0.611431167,348.9735083,7
1,8,W,3,C3,solle,VM,function,2,2,short,350,2.545307116,no_accent,no_accent,not_last,no_focus_particle,211,245.941,5.093516399,-26.80798105,76,8.26,-2.528271863,9.432226586,143,70,-0.034608379,0.948924477,0.824147654,1.106063672,0.012750455,0.026047359,1.065395668,5.093516399,0.281916018,-147.1758159,0
1,8,W,3,C3,sich,PRO,function,1,1,short,83233,4.920300766,no_accent,no_accent,not_last,no_focus_particle,183,189.477,1.354362142,-79.66836129,70,3.83,-0.377571476,21.98247838,139,48,-0.003096539,0.82300085,0.788007573,0.852129683,0.008743169,0.025318761,0.981285484,1.354362142,0.06412211,-437.3793035,0
1,8,W,3,C3,entscheiden,VV,content,3,3,long,1428,3.155032229,nuclear_ip,rising,not_last,no_focus_particle,221,290.366,10.87652477,22.47215862,75,8.16,1.34,10.47,324,185,0.088160291,0.993897201,0.696703949,1.305854999,0.033697632,0.059016393,1.051377304,10.87652477,0.60915105,123.3721508,61
1,8,W,3,C3,ob,KON,function,1,1,short,13780,4.139280733,no_accent,no_accent,not_last,no_focus_particle,202,209.809,2.519779713,-86.88895564,76,11.85,-12.89065633,-20.26928785,188,54,-0.005282332,0.908449026,0.815760241,0.943568226,0.009836066,0.03424408,1.065395668,2.519779713,0.127807984,-477.0203665,0
1,8,W,3,C3,er,PRO,function,1,1,long,121771,5.085547439,no_accent,no_accent,not_last,no_focus_particle,172,176.703,0.836194341,92.91048234,72,5.83,-1.12,7.92,102,59,0.001639344,0.773530854,0.757210252,0.794681526,0.010746812,0.018579235,1.009322212,0.836194341,0.037471274,510.078548,0
1,8,W,3,C3,günstige,ADJ,content,3,3,short,29,1.477121255,prenuclear,rising,not_last,no_focus_particle,199,257.164,9.33490738,30.40686443,78,2.04,7.025129349,25.84398159,310,58,0.055919854,0.894957208,0.674505412,1.156536561,0.010564663,0.056466302,1.093432396,9.33490738,0.482031148,166.9336857,11
1,8,W,3,C3,teilzeitkräfte,NN,content,4,4,long,0,0,nuclear_ip,rising,not_last,no_focus_particle,249,351.532,13.41023675,14.76898321,77,10.94,-6.55,1.25,292,94,0.165391621,1.119820829,0.728630086,1.580935163,0.01712204,0.053187614,1.079414032,13.41023675,0.852305077,81.08171782,75
1,8,W,3,C3,oder,KON,function,2,2,long,45933,4.662134266,prenuclear,rising,not_last,no_focus_particle,219,NA,0,0,74,4.98,-3.30600933,8.578043064,127,84,0,0.984902657,0,0,0.015300546,0.023132969,1.03735894,0,0,0,25
1,8,W,3,C3,längere,ADJ,content,3,3,short,79,1.903089987,no_accent,no_accent,not_last,no_focus_particle,295,281.081,7.933052145,85.30163597,75,5.28,-0.328851913,13.44450434,187,72,0.016939891,1.326695359,0.799417153,1.264097825,0.013114754,0.034061931,1.051377304,7.933052145,0.464680671,468.3059815,32
1,8,W,3,C3,öffnungszeiten,NN,content,4,4,short,0,0,nuclear_IP,falling,last,no_focus_particle,178,355.06,4.52636828,13.71626751,74,5.95,NA,NA,171,22,0.06010929,0.800514488,1.229428352,1.59680154,0.004007286,0.031147541,1.03735894,4.52636828,0.367373188,75.30230866,54
1,8,W,3,C3,wolle,VM,function,2,2,short,281,2.450249108,no_accent,no_accent,not_last,no_focus_particle,156,279.231,10.39127083,-20.78254166,68,5,1.216294597,8.602441827,216,107,-0.091074681,0.701574495,0.689031602,1.255777871,0.019489982,0.039344262,0.953248756,10.39127083,0.566746268,-114.0961537,0
1,13,W,4,D4,auf,PP,function,1,1,long,131482,5.118869605,no_accent,no_accent,not_last,no_focus_particle,186.705,212.671,2.88972923,-32.83783216,65,1.49,11.26,24.58,226,113,-0.029881154,0.921918052,0.888696313,1.050133815,0.038370119,0.076740238,1.01933602,2.88972923,0.161437502,-96.70741571,0
1,13,W,4,D4,meinem,PRO,function,2,2,long,13140,4.118628415,nuclear_ip,high,not_last,no_focus_particle,224.187,239.402,3.220980196,14.00426172,67,6.15,2.92,9.61,297,181,0.078098472,1.106997896,0.981438687,1.182127021,0.061460102,0.100848896,1.050700205,3.220980196,0.200688334,41.24255077,100
1,13,W,4,D4,bild,NN,content,1,1,short,2583,3.412292509,no_accent,no_accent,not_last,no_focus_particle,222.05,258.778,4.340675084,-26.30712172,72,9.95,2.876756249,21.06596001,252,112,-0.056027165,1.096445748,0.994430125,1.277802467,0.03803056,0.085568761,1.129110669,4.340675084,0.283372342,-77.47447346,0
1,13,W,4,D4,hat,VA,function,1,1,short,114762,5.059801893,nuclear_IP,high,not_last,no_focus_particle,210.969,234.779,2.895771121,-82.73631774,64,6.93,5.273523041,11.64776898,246,52,-0.01188455,1.041729624,0.980737515,1.15929942,0.017657046,0.083531409,1.003653928,2.895771121,0.178561906,-243.6584557,7
1,13,W,4,D4,der,ART,function,1,1,long,235950,5.372821822,no_accent,no_accent,not_last,no_focus_particle,181.747,199.092,3.213271331,-64.26542661,64,9.01,NA,NA,87,65,-0.016977929,0.897436277,0.81654964,0.983082985,0.022071307,0.029541596,1.003653928,3.213271331,0.166533345,-189.2616814,0
1,13,W,4,D4,obdachlose,NN,content,4,4,short,35,1.556302501,no_accent,no_accent,not_last,no_focus_particle,184.725,206.635,3.104395307,9.701235334,64,NA,NA,NA,127,75,0.108658744,0.912141143,0.852832835,1.020329057,0.025466893,0.043123939,1.003653928,3.104395307,0.167496223,28.57013806,0
1,13,W,4,D4,das,ART,function,1,1,short,326943,5.514473372,no_accent,no_accent,not_last,no_focus_particle,193,207.698,2.185954287,-31.22791839,58,3,4.845802343,19.2166631,183,47,-0.0237691,0.953001708,0.903924589,1.025577973,0.015959253,0.062139219,0.909561372,2.185954287,0.121653384,-91.96621966,0
1,13,W,4,D4,bier,NN,content,1,1,long,2081,3.318480725,postnuclear,no_accent,last,no_focus_particle,186.042,235.448,4.973098616,-43.2443358,67,8.01,4.12,22.78,230,119,-0.039049236,0.918644269,0.87232246,1.16260283,0.04040747,0.078098472,1.050700205,4.973098616,0.29028037,-127.3545689,21
1,13,W,4,D4,getrunken,VV,content,3,3,short,918,2.963315511,no_accent,no_accent,not_last,no_focus_particle,186.3,283.378,8.393512625,44.41011971,60,20.55,17.82911628,25.48335279,318,92,0.06417657,0.919918229,0.861676493,1.399273151,0.031239389,0.107979626,0.940925557,8.393512625,0.537596658,130.7878025,0
1,14,W,5,E5,und,KON,function,1,1,short,255151,5.406798977,no_accent,no_accent,not_last,no_focus_particle,367,393.198,2.789011267,111.5604507,84,5.56,-0.01320081,6.713874119,193,44,0.008585165,1.701729087,1.551925921,1.82320565,0.01510989,0.066277473,1.072591458,2.789011267,0.271279728,324.8640324,25
1,14,W,5,E5,auch,ADV,content,1,1,long,69295,4.840708166,prenuclear,falling,not_last,no_focus_particle,210.752,313.432,10.51429033,-161.7583128,81,6.96,2.63,3.74,259,118,-0.022321429,0.977228361,0.791786259,1.453341556,0.040521978,0.088942308,1.03428462,10.51429033,0.661555297,-471.0402069,21
1,14,W,5,E5,den,ART,function,1,1,long,145530,5.162955514,no_accent,no_accent,not_last,no_focus_particle,208.815,217.703,1.261396309,-19.40609706,83,1.93,3.387252491,26.12994259,189,65,-0.022321429,0.968246755,0.938524457,1.009459203,0.022321429,0.064903846,1.059822512,1.261396309,0.070934745,-56.51055463,4
1,14,W,5,E5,zivildienst,NN,content,3,3,long,10,1.041392685,nuclear_ip,falling,not_last,focus_particle,213.609,270.28,9.951280419,-28.84429107,81,1.21,23.24307051,18.51838622,256,136,-0.118475275,0.990475881,0.705345841,1.253251601,0.046703297,0.087912088,1.03428462,9.951280419,0.54790576,-83.99457559,39
1,14,W,5,E5,muss,VM,function,1,1,short,41814,4.621332101,nuclear_IP,high,not_last,no_focus_particle,264.938,287.742,4.28100014,-48.10112517,86,4.08,4.373540779,4.963614614,413,74,-0.030563187,1.228481473,1.041921887,1.33422052,0.025412088,0.141826923,1.098129349,4.28100014,0.292298633,-140.0704765,100
1,14,W,5,E5,keiner,PRO,function,2,2,long,3696,3.567849451,postnuclear,no_accent,last,no_focus_particle,181,198.621,2.627935914,-11.5768102,79,5.66,5.32,10.55,258,112,-0.077953297,0.839272383,0.791271567,0.920978564,0.038461538,0.088598901,1.008746728,2.627935914,0.129706997,-33.71167129,11
1,14,W,5,E5,mehr,ADV,content,1,1,long,43481,4.638309512,no_accent,no_accent,not_last,no_focus_particle,174,177.198,0.557972886,-5.935881764,79,6.09,8.4,7.79,130,85,-0.03228022,0.806814335,0.795583851,0.821643026,0.02918956,0.044642857,1.008746728,0.557972886,0.026059176,-17.2852877,4
1,14,W,5,E5,machen,VV,content,2,2,short,35975,4.556012875,postnuclear,no_accent,not_last,no_focus_particle,173.937,190.333,4.067217478,-63.55027309,81,13.03,-5.111995443,-0.656994466,153,69,-0.021978022,0.806522213,0.697764568,0.882548235,0.023695055,0.052541209,1.03428462,4.067217478,0.184783667,-185.0583952,7
1,1,W,6,F6,sie,PRO,function,1,1,long,366870,5.564513383,no_accent,no_accent,not_last,no_focus_particle,224,236.551,1.283731217,-27.31343016,70,0.93,21.33770423,24.17609986,115,48,-0.01736881,1.087383919,1.06624304,1.1483114,0.017738359,0.042498152,0.961710196,1.283731217,0.08206836,-73.91014201,0
1,1,W,6,F6,sind,VA,function,1,1,short,109934,5.041135981,no_accent,no_accent,not_last,no_focus_particle,225,227.653,1.262280781,-16.83041041,84,0.62,-5.408908896,21.54002677,182,34,-0.027716186,1.092238312,1.0274079,1.105117015,0.012564671,0.067257945,1.154052235,1.262280781,0.077709115,-45.54309058,0
1,1,W,6,F6,schon,ADV,content,1,1,short,65985,4.819451803,no_accent,no_accent,not_last,no_focus_particle,209,238.146,3.678998684,-49.05331579,73,1.64,2.624049222,32.84860955,167,36,-0.027716186,1.014568032,0.934732693,1.156054156,0.013303769,0.061714708,1.002926347,3.678998684,0.221321463,-132.7382725,0
1,1,W,6,F6,sehr,ADV,content,1,1,long,30737,4.487675606,prenuclear,rising,not_last,no_focus_particle,210,230.334,3.790495455,24.9374701,80,13.83,-1.49,-0.43,188,125,0.056171471,1.019422424,0.898266496,1.118131641,0.046193644,0.06947524,1.099097366,3.790495455,0.219865145,67.48079408,57
1,1,W,6,F6,gespannt,ADJ,content,2,2,short,257,2.411619706,nuclear_ip,falling,not_last,no_focus_particle,233,267.508,4.948035519,-23.90355323,79,13.31,-4.647847596,-3.25860706,322,70,-0.076496674,1.131073452,0.975766873,1.298588828,0.025868441,0.118994826,1.085358649,4.948035519,0.322821955,-64.68301505,54
1,1,W,6,F6,auf,PP,function,1,1,short,131482,5.118869605,no_accent,no_accent,not_last,no_focus_particle,NA,335.404,10.98715063,-211.2913584,75,NA,NA,NA,140,73,-0.019216556,NA,0.863140112,1.628182661,0.026977088,0.051736881,1.030403781,10.98715063,0.765042549,-571.7544157,0
1,1,W,6,F6,die,ART,function,1,1,long,326305,5.51362506,no_accent,no_accent,not_last,no_focus_particle,174,181.538,2.575834863,-99.07057166,76,6.82,-6.222435361,8.859529978,162,79,-0.009608278,0.844664294,0.759426017,0.881256705,0.029194383,0.059866962,1.044142498,2.575834863,0.121830688,-268.0849669,0
1,1,W,6,F6,ersten,ADV,content,2,1,long,5076,3.705607163,prenuclear,low,not_last,no_focus_particle,187,184.358,2.852769631,81.50770375,78,10.78,NA,NA,169,109,0.01293422,0.907771397,0.758984267,0.894946092,0.040280857,0.062453806,1.071619932,2.852769631,0.135961825,220.5598463,14
1,1,W,6,F6,untersuchungsergebnisse,NN,content,8,8,short,14,1.176091259,nuclear_IP,high,last,no_focus_particle,187.631,238.282,7.935218503,-19.02930097,70,2.31,3.918279984,20.88223852,124,51,-0.154101996,0.910834519,0.731416172,1.156714353,0.018847007,0.045824095,0.961710196,7.935218503,0.425298181,-51.49328842,11
1,2,W,7,G7,auch,ADV,content,1,1,long,69295,4.840708166,no_accent,no_accent,not_last,no_focus_particle,140,232.123,7.536171265,-71.09595533,79,11.38,NA,NA,175,67,-0.043983402,0.652175938,0.699686956,1.081321681,0.02780083,0.072614108,1.101982173,7.536171265,0.381634726,-171.3412524,21
1,2,W,7,G7,eine,ART,function,2,2,long,118709,5.074487305,no_accent,no_accent,not_last,no_focus_particle,211,236.763,6.44375276,40.78324531,78,13.07,NA,NA,105,87,0.065560166,0.982922307,0.76015764,1.102936655,0.036099585,0.043568465,1.088033032,6.44375276,0.342779015,98.28762121,7
1,2,W,7,G7,bachblütenkur,NN,content,4,4,short,0,0,nuclear_IP,rising,not_last,focus_particle,209,393.089,18.24247559,-69.62776944,82,13.4,-9.214969823,5.849089396,186,67,-0.108713693,0.973605508,0.638410368,1.831165625,0.02780083,0.077178423,1.143829597,18.24247559,1.192755257,-167.8029243,96
1,2,W,7,G7,kann,VM,function,1,1,short,67376,4.82851167,no_accent,no_accent,not_last,no_focus_particle,173,276.38,10.57821128,-106.850619,73,5.86,1.900050101,11.11371118,205,39,-0.041078838,0.805903124,0.698843785,1.28748847,0.016182573,0.085062241,1.018287324,10.57821128,0.588644685,-257.5099917,0
1,2,W,7,G7,nur,ADV,content,1,1,long,80748,4.907137153,postnuclear,no_accent,not_last,no_focus_particle,145,151.734,0.189405893,-2.667688638,73,6.84,NA,NA,122,55,-0.029460581,0.675467936,0.699146581,0.706837599,0.022821577,0.050622407,1.018287324,0.189405893,0.007691018,-6.429129618,7
1,2,W,7,G7,doktor,NN,content,2,2,short,2846,3.454387467,no_accent,no_accent,not_last,no_focus_particle,185,296.707,11.80407078,-302.6684815,71,7.45,-0.209900615,21.09299528,142,55,-0.016182573,0.861803919,0.698955587,1.382179758,0.022821577,0.058921162,0.990389042,11.80407078,0.683224172,-729.4310404,0
1,2,W,7,G7,bahber,NE,content,2,2,long,0,0,postnuclear,no_accent,last,focus_particle,134,154.804,0.523041034,-2.682261714,72,7.04,-0.379155628,10.23523957,169,123,-0.080912863,0.624225541,0.699677639,0.721138886,0.051037344,0.070124481,1.004338183,0.523041034,0.021461247,-6.464250732,4
1,2,W,7,G7,machen,VV,content,2,2,short,35975,4.556012875,no_accent,no_accent,not_last,no_focus_particle,135,283.982,11.56998851,-112.3299856,64,4.71,9.632319155,17.11550429,176,67,-0.042738589,0.628883941,0.678085957,1.322901624,0.02780083,0.073029046,0.892745052,11.56998851,0.644815667,-270.7152653,0
1,12,M,8,H8,sie,PRO,function,1,1,long,366870,5.564513383,no_accent,no_accent,not_last,no_focus_particle,127,NA,0,0,71,4.6,NA,NA,108,25,0,0.880251183,0,0,0.021186441,0.091525424,0.970714501,0,0,0,0
1,12,M,8,H8,werfen,VV,content,2,2,long,1244,3.095169351,prenuclear,low,not_last,no_focus_particle,135,134.751,3.963284625,36.02986023,80,12.48,0.16,5.8,168,96,0.093220339,0.935700077,0.742869619,0.93397423,0.081355932,0.142372881,1.093762818,3.963284625,0.191104611,42.51523507,7
1,12,M,8,H8,die,ART,function,1,1,long,326305,5.51362506,no_accent,no_accent,not_last,no_focus_particle,131,133.361,0.252374761,12.61873805,77,6.57,-0.842971578,23.50377323,70,56,0.016949153,0.90797563,0.910962939,0.924339985,0.047457627,0.059322034,1.052746712,0.252374761,0.013377046,14.8901109,4
1,12,M,8,H8,rosine,NN,content,3,3,long,7,0.903089987,nuclear_IP,rising,last,no_focus_particle,181,244.902,10.3219739,67.90772301,74,0.64,9.487155038,23.40003035,163,63,0.128813559,1.254531214,0.935104001,1.697443113,0.053389831,0.138135593,1.011730606,10.3219739,0.762339112,80.13111316,96
1,12,M,8,H8,weg,PTK,function,1,1,short,16656,4.221596786,no_accent,no_accent,not_last,no_focus_particle,111,125.359,5.514543236,-47.95254987,77,11.56,-7.945855725,2.473237274,281,81,-0.097457627,0.769353397,0.631860934,0.868877229,0.068644068,0.238135593,1.052746712,5.514543236,0.237016295,-56.58400885,0
1,9,W,9,I9,tom,NE,content,1,1,short,2567,3.409595019,prenuclear,rising,not_last,no_focus_particle,323,414.29,14.28929744,-1587.699715,84,13.95,-4.944365358,-2.556220542,205,77,-0.002595156,1.382522011,0.77681044,1.77326639,0.022202999,0.05911188,1.134047063,14.28929744,0.99645595,-5506.142612,71
1,9,W,9,I9,und,KON,function,1,1,short,255151,5.406798977,no_accent,no_accent,not_last,no_focus_particle,351,414.769,14.4507722,1605.641355,77,3.74,5.513788558,11.00614016,107,46,0.002595156,1.502369121,0.770488505,1.775316632,0.013264129,0.030853518,1.039543141,14.4507722,1.004828126,5568.36422,4
1,9,W,9,I9,isabel,NE,content,3,3,short,330,2.519827994,nuclear_ip,low,not_last,no_focus_particle,227,329.108,11.97403319,46.41098137,82,13.43,-8.758983144,-0.035579052,284,129,0.074394464,0.971617636,0.705390124,1.408665802,0.037197232,0.08189158,1.107045942,11.97403319,0.703275678,160.9532834,54
1,9,W,9,I9,möchten,VM,function,2,2,short,1552,3.191171456,no_accent,no_accent,not_last,no_focus_particle,263.403,311.706,5.129979748,-35.37917068,79,12.44,18.97039942,0.836575884,220,73,-0.041810842,1.127431719,0.992030167,1.334180824,0.021049596,0.06343714,1.066544262,5.129979748,0.342150656,-122.6949639,0
1,9,W,9,I9,an,PP,function,1,1,short,98024,4.991336851,no_accent,no_accent,not_last,no_focus_particle,210.879,226.109,1.780372847,-28.71569107,76,9.55,1.685843872,1.377896164,123,67,-0.017877739,0.902615663,0.87322316,0.96780393,0.019319493,0.035467128,1.026042581,1.780372847,0.094580771,-99.58601664,0
1,9,W,9,I9,dem,ART,function,1,1,long,74981,4.87495702,no_accent,no_accent,not_last,no_focus_particle,192,195.568,1.403890805,-50.13895731,72,4.58,3.885734719,8.908928593,120,37,-0.008073818,0.82180875,0.771879588,0.837080696,0.010668973,0.034602076,0.97204034,1.403890805,0.065201108,-173.8819039,0
1,9,W,9,I9,stand,NN,content,1,1,short,410,2.613841822,prenuclear,rising,not_last,no_focus_particle,244,298.409,6.666410149,61.15972613,80,15.28,-6.760075082,-1.147937787,350,76,0.031430219,1.044381953,0.869058473,1.277266287,0.021914648,0.100922722,1.080044822,6.666410149,0.408207815,212.1019302,21
1,9,W,9,I9,des,ART,function,1,1,short,28286,4.45158689,no_accent,no_accent,not_last,no_focus_particle,249,272.37,3.971690807,-124.1153377,73,4.92,NA,NA,135,28,-0.00922722,1.065783222,0.926820499,1.165812756,0.008073818,0.038927336,0.9855409,3.971690807,0.238992257,-430.4319912,0
1,9,W,9,I9,frauenvereins,NN,content,4,3,long,3,0.602059991,nuclear_ip,low,not_last,no_focus_particle,237.596,295.996,9.584228897,58.08623574,81,12.05,-7.81,-0.63,367,155,0.047577855,1.016971207,0.728328004,1.266938035,0.044694348,0.105824683,1.093545382,9.584228897,0.53861003,201.4430655,25
1,9,W,9,I9,ein,ART,function,1,1,long,185794,5.269034022,no_accent,no_accent,not_last,no_focus_particle,341,350.107,14.09204156,265.8875765,76,6.95,-7.195167372,8.103270088,139,104,0.015282584,1.459566581,0.663987228,1.498546854,0.029988466,0.040080738,1.026042581,14.09204156,0.834559626,922.0981155,0
1,9,W,9,I9,bild,NN,content,1,1,short,2583,3.412292509,nuclear_IP,falling,last,no_focus_particle,254.354,372.558,13.21339776,-94.38141258,79,9.25,-5.015467056,5.456013121,254,88,-0.040369089,1.088699702,0.743351696,1.594642834,0.025374856,0.073241061,1.066544262,13.21339776,0.851291139,-327.3147388,61
1,9,W,9,I9,kaufen,VV,content,2,2,long,2728,3.436003536,no_accent,no_accent,not_last,no_focus_particle,189,216.773,4.572010379,-30.68463342,73,13.19,0.36,5.75,243,132,-0.042964245,0.808967988,0.712495345,0.92784348,0.038062284,0.070069204,0.9855409,4.572010379,0.215348134,-106.4143087,4
1,8,W,10,J10,der,ART,function,1,1,long,235950,5.372821822,no_accent,no_accent,not_last,no_focus_particle,233,264.695,4.157328351,-92.38507447,77,7.46,-0.94,6.58,143,85,-0.008880995,1.06743143,0.953761436,1.212634173,0.016775212,0.028221828,1.028284501,4.157328351,0.258872737,-468.1151724,4
1,8,W,10,J10,oberarzt,NN,content,3,3,long,48,1.69019608,nuclear_ip,rising,not_last,no_focus_particle,296.143,376.226,6.545644928,68.90152556,82,7.01,-5.087207458,3.761462617,71,46,0.018748767,1.356705348,1.180945662,1.723585653,0.00907835,0.014012236,1.095056222,6.545644928,0.542639992,349.12403,71
1,8,W,10,J10,und,KON,function,1,1,short,255151,5.406798977,no_accent,no_accent,not_last,no_focus_particle,209.19,223.985,2.358787546,-36.28903917,73,5.19,-2.544142059,12.74800324,125,46,-0.012828103,0.958351849,0.89542837,1.026131454,0.00907835,0.02466943,0.974867124,2.358787546,0.130703085,-183.8765615,0
1,8,W,10,J10,seine,PRO,function,2,2,long,16602,4.220186568,no_accent,no_accent,not_last,no_focus_particle,194,234.265,3.776796637,-47.20995796,77,8.14,-0.14,7.27,122,76,-0.015788435,0.88876265,0.862874002,1.073226712,0.014999013,0.024077363,1.028284501,3.776796637,0.21035271,-239.212857,0
